"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"BC069776",-0.234095004095005,8.10378640776699,-2.33981488675904,0.0211996133674651,0.247894792679587,-3.36126447393066
"LTK",0.18263104013104,6.2368932038835,2.33974122818147,0.0212035797512099,0.247894792679587,-3.36141464868807
"RPS4XP2 /// RPS4XP2",-0.110679770679771,12.8990291262136,-2.33895697936972,0.0212458508346965,0.248174307719035,-3.36301331023801
"ATP5SL",-0.17020475020475,8.48825242718447,-2.3376863042478,0.0213144984108103,0.248698588379224,-3.36560251964366
"ZNF350",-0.341265356265357,7.1278640776699,-2.33744536515344,0.0213275371018513,0.248698588379224,-3.36609333122791
"POLG2",-0.417031122031122,7.89398058252427,-2.33687856610629,0.021358237862381,0.248776973611472,-3.36724776696773
"ZNF385D",-0.337055692055693,4.94543689320388,-2.33646008069695,0.0213809302387113,0.248776973611472,-3.36809996273851
"EFR3A",-0.299293611793612,10.0490776699029,-2.33630248172588,0.0213894815639312,0.248776973611472,-3.3684208590405
"FAM107A",-0.440616298116299,6.13179611650485,-2.33550357442956,0.021432876792105,0.24906735154368,-3.37004726319184
"ZNF384",0.113445945945946,8.12825242718447,2.33283285539926,0.0215785105639773,0.249801870894619,-3.37548067536934
"TMED10",-0.187884930384931,11.271067961165,-2.33226382082489,0.0216096526010777,0.249801870894619,-3.37663762459961
"UPK1B",0.199103194103194,6.70106796116505,2.33172123308291,0.0216393842172312,0.249801870894619,-3.37774056828224
"RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C",-0.194021294021294,12.52,-2.33138294650457,0.021657939230111,0.249801870894619,-3.37842810354465
"MTA2",0.18480343980344,5.22320388349515,2.33103413960069,0.0216770859919401,0.249801870894619,-3.3791369272162
"P2RX1",0.198169533169533,8.19436893203883,2.33058407325514,0.0217018131850675,0.249801870894619,-3.3800513842661
"NKX6-1",0.327149877149877,6.39388349514563,2.32992980883353,0.0217378036848955,0.249801870894619,-3.38138045566228
"KIAA0196",-0.242538902538903,9.77135922330097,-2.32949582952011,0.0217617055579387,0.249801870894619,-3.38226185674598
"LOC399491",-0.347006552006553,9.61640776699029,-2.32922716375503,0.0217765142365775,0.249801870894619,-3.38280743677356
"LAIR2",0.293812448812449,8.72902912621359,2.3290642943147,0.0217854958226068,0.249801870894619,-3.38313814869796
"HMOX2",0.139183046683046,8.49567961165049,2.32881255594247,0.0217993846018356,0.249801870894619,-3.38364927142283
"NTSR1",0.188484848484848,6.50922330097087,2.32868582002154,0.021806379768199,0.249801870894619,-3.38390657392987
"SIGLEC9",0.161666666666667,5.36640776699029,2.32857073017516,0.0218127338482548,0.249801870894619,-3.38414022145687
"DISC1",0.225167895167895,6.77058252427184,2.32839246791882,0.0218225788867494,0.249801870894619,-3.38450209695219
"B4GALT2",0.239316134316134,9.54854368932039,2.32837191531195,0.0218237142148842,0.249801870894619,-3.3845438175144
"JAK1",-0.195990990990991,11.5012621359223,-2.32824789214481,0.0218305663742036,0.249801870894619,-3.38479557015067
"FAM169A",-0.628996723996725,4.60601941747573,-2.32773010236791,0.0218591942753691,0.249801870894619,-3.3858464940803
"TAC3",0.115638820638821,7.76563106796116,2.3276004526558,0.0218663676192413,0.249801870894619,-3.38610960295035
"PLXDC2",-0.401248976248976,8.51116504854369,-2.32748766096336,0.0218726099216682,0.249801870894619,-3.3863384898143
"LAMB4",0.197979115479115,5.44043689320388,2.32745150029413,0.0218746115175507,0.249801870894619,-3.3864118681433
"CIR1",-0.212063882063882,6.97291262135922,-2.32720339401321,0.0218883492665994,0.249801870894619,-3.38691530552053
"SHPK /// TRPV1",0.172833742833743,5.90087378640777,2.32694406143199,0.0219027167599055,0.249801870894619,-3.38744147122746
"LOC101928669 /// LOC644450",0.325851760851761,3.68417475728155,2.32492892087306,0.0220146431124862,0.250412086665596,-3.39152825248488
"PTPN4",-0.225970515970517,7.96155339805825,-2.32458784173889,0.0220336374336374,0.250412086665596,-3.39221966123788
"OR2W1",-0.176826371826372,5.38087378640777,-2.32421098916041,0.0220546407537045,0.250412086665596,-3.39298348183737
"SYNRG",-0.205876330876331,10.2766504854369,-2.32374186340903,0.0220808114662069,0.250412086665596,-3.39393417115569
"FN3KRP",-0.291981981981983,9.09844660194175,-2.32322632911362,0.0221096027308981,0.250412086665596,-3.39497871045919
"C18orf8",-0.191932841932842,7.70893203883495,-2.32308206335548,0.0221176655318237,0.250412086665596,-3.39527097454436
"IRF2BP1",0.231298116298116,7.28233009708738,2.32276934650744,0.0221351517234361,0.250412086665596,-3.39590444351054
"MRPS31",-0.258622031122032,8.46247572815534,-2.3227252519032,0.0221376183428801,0.250412086665596,-3.39599375960861
"CTNND1 /// TMX2-CTNND1",-0.247766857766859,9.84533980582524,-2.32222335363967,0.0221657112537302,0.250412086665596,-3.39701027609119
"SLC22A2",0.09976248976249,7.19553398058252,2.32189812272082,0.0221839322971091,0.250412086665596,-3.3976688757864
"MRPS27",-0.285962325962327,8.94242718446602,-2.32182958658346,0.0221877737155459,0.250412086665596,-3.39780765245388
"GPR12",0.178488943488944,7.22184466019417,2.3216788901761,0.0221962222425136,0.250412086665596,-3.39811278000743
"PAXBP1",-0.135907043407043,9.32019417475728,-2.32151464682541,0.0222054334869429,0.250412086665596,-3.39844531705096
"C20orf195",0.0931777231777232,6.90407766990291,2.32126458439822,0.022219464190321,0.250412086665596,-3.39895156827317
"DENND6B",0.147522522522523,8.50466019417476,2.32079444150926,0.022245864520763,0.250412086665596,-3.39990324044782
"SRSF6",-0.195397215397215,9.40223300970874,-2.32067322113982,0.0222526759959586,0.250412086665596,-3.40014858911971
"TTC27",-0.231367731367731,8.51203883495146,-2.31997286078834,0.0222920658696373,0.250646647444383,-3.4015658866384
"AKAP8L",-0.24002457002457,5.90650485436893,-2.31885438553179,0.0223550990290505,0.251025635950188,-3.4038285183028
"IGSF3",-0.457067977067978,8.74368932038835,-2.31871579994422,0.0223629201394026,0.251025635950188,-3.40410880369052
"TYW1",-0.168431613431614,8.67873786407767,-2.31780789923328,0.022414217448739,0.251367103494722,-3.40594463693893
"DMXL1",-0.468038493038493,7.39747572815534,-2.31725100364271,0.0224457339365764,0.251367103494722,-3.40707039772875
"YIPF6",-0.130880425880426,8.9573786407767,-2.31703316637254,0.022458072667667,0.251367103494722,-3.40751068861535
"CBX1",-0.346326781326781,9.5878640776699,-2.316747586514,0.0224742575324849,0.251367103494722,-3.40808784426565
"RNF103",-0.3645904995905,9.7252427184466,-2.31653458545904,0.0224863357843225,0.251367103494722,-3.40851827710576
"FUBP3",-0.376322686322687,7.85330097087379,-2.31521437672655,0.0225613261520922,0.251996961112004,-3.41118536834356
"RPA2",-0.23953316953317,9.1921359223301,-2.31457358293688,0.0225978038800602,0.25219596980926,-3.41247941311437
"FRAT1",-0.229103194103195,7.28815533980582,-2.31364413333275,0.022650805990552,0.25257891333524,-3.4143558124052
"TCTN3",-0.114328419328419,8.81771844660194,-2.31327374908917,0.0226719577689646,0.252606355521481,-3.41510336704827
"XRCC1",-0.289013104013104,7.79330097087379,-2.31244641480273,0.0227192677923275,0.252924962284436,-3.41677280782054
"KIN",-0.327280917280918,7.11728155339806,-2.31120071689527,0.0227906655443092,0.253338930278921,-3.41928543930566
"KIF3A",-0.297800982800983,7.71893203883495,-2.3109944258663,0.0228025082771106,0.253338930278921,-3.41970142129328
"ATP2B1",-0.233768768768769,7.96546925566343,-2.31081717882786,0.0228126879873804,0.253338930278921,-3.42005881011842
"CTC-425F1.4",0.155591728091728,8.08854368932039,2.31026428804455,0.0228444675301676,0.253483562126613,-3.42117346396583
"PAX6",0.272129402129403,7.56805825242718,2.30990777111889,0.0228649804081192,0.253503043655235,-3.42189209247028
"POGZ",-0.170563063063064,10.5945631067961,-2.30865224316415,0.0229373488870921,0.253961124683198,-3.42442206163829
"ERAP1",-0.246241605241605,7.01902912621359,-2.30829394809404,0.0229580379540105,0.253961124683198,-3.42514382365754
"PIGB",-0.141961506961507,8.35339805825243,-2.30720308977295,0.0230211287656231,0.253961124683198,-3.42734066999619
"PBX1",-0.238626808626809,9.73741100323625,-2.30714396801375,0.0230245524875286,0.253961124683198,-3.4274597069888
"NFYB",-0.141382746382746,7.62491909385113,-2.30689582691442,0.023038927151321,0.253961124683198,-3.42795928975478
"TCTN1",-0.25037674037674,7.79854368932039,-2.3068641362506,0.0230407635415547,0.253961124683198,-3.42802308914636
"FEZF2",0.302575757575757,5.41611650485437,2.3067760234495,0.0230458701233257,0.253961124683198,-3.42820047301703
"LINC01136",0.14428746928747,7.62592233009709,2.30605387347208,0.0230877599488652,0.253961124683198,-3.42965403759858
