"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"OR3A3",-0.505417690417691,8.81980582524272,-3.93446164530416,0.000150634089003082,0.0718086944541575,0.793222467741074
"ZNF675",-0.667698607698608,8.10135922330097,-3.93078202306815,0.000152654296897836,0.0718086944541575,0.781761817997425
"N4BP2L2 /// U50535",-0.755065520065521,7.99436893203884,-3.9307709406014,0.000152660420355187,0.0718086944541575,0.781727311847399
"TIA1",-0.37730384930385,9.02052427184466,-3.91572758302653,0.000161192223529285,0.0718086944541575,0.734952921739922
"FAM120A",-0.261748566748567,8.08006472491909,-3.91149450516637,0.000163673883329956,0.0718086944541575,0.721814199817174
"SNRK",-0.303157248157249,7.35155339805825,-3.91107121459429,0.000163924034928698,0.0718086944541575,0.720500942582402
"TNFRSF12A",0.213423423423424,8.7,3.90587775249465,0.000167023063311727,0.0718086944541575,0.70439656538074
"SUV420H1",-0.533423423423424,10.0650485436893,-3.88978896249553,0.000176982312733885,0.0718086944541575,0.654604732700663
"VPS41",-0.296691236691237,7.79781553398058,-3.88431802737162,0.000180496142850621,0.0718086944541575,0.637706965617398
"ATG14",-0.417493857493858,9.31184466019418,-3.87548024027246,0.000186313344284599,0.0718086944541575,0.610446485787159
